Quarter,DailyNewsDate,Effective / Expected Close Date of Acquisition ,Region,Acquirer,HQ_Acquirer_Country,HQ_Acquirer_State,Target,HQ_Target_Country,HQ_Target_State,Target_Segment,Staffing (x),WFS,Rationale,Price,Hyperlink,Notes/Snippet
16Q3,20160825,,Americas,CHG Healthcare Services,USA,UT,Global Medical Staffing,USA,UT,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/CHG-Healthcare-acquires-Salt-Lake-City-based-locum-tenens-firm-39098,  
16Q3,20160824,,EMEA,ManpowerGroup (NYSE: MAN),USA,WI,Ciber Inc. (NYSE: CBR) (Norway staffing operations),Netherlands,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,ND ,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Norway-ManpowerGroup-announces-acquisition-of-Ciber-Norway-39068,  
16Q3,20160823,,APAC ,Sterning Australia,Australia,N/A,ICUR Recruitment,Australia,N/A,Temporary Staffing Skill Segment: Marketing/Creative,,N/A,,Merger,http://www2.staffingindustry.com/row/Editorial/Daily-News/Australia-ICUR-Recruitment-and-Sterning-Group-Australia-announce-merger-39056,  
16Q3,20160819,20160801,Americas,Malone Workforce Solutions,USA,KY,Nextaff LLC.,USA,KS,Temporary Staffing Skill Segment: Commercial,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Malone-Workforce-Solutions-acquires-franchise-staffing-company-39030,"Nextaff will continue to operate under the current brand and the franchise business model as a division of Malone Workforce Solutions. Nextaff primarily provides light industrial and admin/clerical services, while Malone targets the light industrial, hospitality, admin/clerical, professional and healthcare industries."
16Q3,20160816,,Americas,Heidrick and Struggles,USA,IL,Philosophy IB,USA,NJ,Workforce Solutions,,Consulting,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Heidrick-Struggles-buying-New-Jersey-based-leadership-consultancy-firm-38984,  
16Q4,20160809,,Americas,Randstad (AMS: RAND),Netherlands,N/A,Monster Worldwide,USA,MA,Workforce Solutions,,Job Boards/Apps,,USD 429 million,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/World-Randstad-acquires-Monster-Worldwide-for-429-million-38897,  
16Q3,20160805,,EMEA,Heidrick and Struggles,USA,IL,JCA Group,United Kingdom,N/A,Retained Search,,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Heidrick-and-Struggles-acquires-JCA-Group-38866,  
16Q3,20160805,,EMEA,Trust Tech,Japan,N/A,Mtrec,United Kingdom,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/Japan-Trust-Tech-reports-positive-Full-Year-Revenue-acquires-UK-staffing-firm-38861,  
16Q3,20160804,,EMEA,DPA Group ,Netherlands,N/A,Quantillion,Netherlands,N/A,Workforce Solutions,,Data Analytics,,Majority Stake,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Netherlands-DPA-Group-takes-majority-stake-in-startup-38842,  
16Q3,20160804,,EMEA,Interquest Group,United Kingdom,N/A,Rees Draper Wright,United Kingdom,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Interquest-Group-acquires-boutique-executive-search-firm-38843,  
16Q3,20160803,,EMEA,Outsourcing Inc (TYO: 2427),Japan,N/A,Liberata,United Kingdom,N/A,Workforce Solutions,x,BPO,,"£43 million, Outsourcing UK subsidiary ",http://www2.staffingindustry.com/row/Editorial/Daily-News/Japan-Outsourcing-acquires-three-companies-under-its-UK-subsidiary-38831,", Liberata provides BPO services to UK central and local government agencies and boasts a nationwide network of offices. "
16Q3,20160803,,EMEA,Outsourcing Inc (TYO: 2427),Japan,N/A,Allen Lane Consultancy Limited (ALC),United Kingdom,N/A,Temporary Staffing Skill Segment: Finance/Accounting,,N/A,,ND ,http://www2.staffingindustry.com/row/Editorial/Daily-News/Japan-Outsourcing-acquires-three-companies-under-its-UK-subsidiary-38831,"ALC is a specialised accountant-operated outsourcing service provider, engaging in contract work of high-end operations for a wide range of public services, including accounting, account settlement, business process improvement and project management for its respective clients."
16Q3,20160801,,Americas,Didi Chuxing,China,N/A,Uber China,USA,CA,Workforce Solutions,x,Human Cloud,,17.7% stake in Didi,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Human-cloud-firm-buys-Uber-s-China-operations-38805,  
16Q3,20160801,,Americas,Mitchell Martin Inc,USA,NY,Spring Lake Consulting,USA,NY,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Mitchell-Martin-acquires-NY-based-Spring-Lake-Consulting-38803,  
16Q3,20160726,,APAC ,Quikr,India,N/A,Hiree,India,N/A,Workforce Solutions,,Job Boards/Apps,,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/India-Quikr-acquires-jobs-platform-Hiree-38720,  
16Q3,20160726,,Americas,Elwood Staffing,USA,IN,Berks and Beyond Employment Services,USA,PA,Temporary Staffing Skill Segment: All,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Elwood-Staffing-acquires-Pennsylvania-based-staffing-firm-38731,"Berks & Beyond provides commercial and professional search staffing to a diverse client base, a business mix complimentary to that of Elwood’s."
16Q3,20160722,,Americas,Pediatric Therapy Services,USA,PA,AlphaVista Services,USA,CA,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Firm-acquires-school-therapy-staffing-and-outsourcing-provider-38698,  
16Q3,20160718,,Americas,Vaco,USA,TN,Momentum Resources,USA,VA,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Vaco-buys-staffing-firm-in-Richmond-Va.-38636,The Momentum Resources brand will fold into Vaco. Momentum’s founding partners
16Q3,20160715,,Americas,Mdstaffers,USA,CA,LAM and Associates,USA,HI,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/MDstaffers-acquires-Hawaii-based-physician-staffing-firm-38620,  
16Q3,20160715,,EMEA,Brookson,United Kingdom,N/A,Boomerang Funding,United Kingdom,N/A,Temporary Staffing Skill Segment: All,,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Brookson-Acquires-Boomerang-Funding-38618,  
16Q3,20160714,,Americas,Noor Staffing-SearchPointNY,USA,NY,The Legal Group,USA,FL,Temporary Staffing Skill Segment: Legal,,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Noor-Staffing-Group-acquires-The-Legal-Group-38606,  
16Q3,20160713,,Americas,Lyons HR,USA,AL,"AabakUSA, Inc",USA,TN,Workforce Solutions,,PEO,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Lyons-HR-acquires-Nashville-PEO-firm-38590,  
16Q3,20160708,,Americas,AlliancePharma Inc.,USA,PA,Pro-J-Pharma,Canada,N/A,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Quebec-based-AlliancePharma-acquires-pharmacy-staffing-firm-38539,  
16Q3,20160705,,Americas,Transforce,USA,VA,KAS Personnel Services,Canada,N/A,Temporary Staffing Skill Segment: Industrial,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/TransForce-acquires-Canadian-driver-staffing-firm-38492,  
16Q3,20160705,,APAC ,Empresaria  (AIM: EMR),United Kingdom,N/A,Rishworth (82.6%  stake),New Zealand,N/A,Direct Hire,,N/A,,GBP 7.5 million,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Empresaria-announces-acquisition-of-New-Zealand-recruitment-group-Rishworth-38482,"The remaining 17.4% interest is held by the senior management team, in line with Empresaria’s management equity philosophy"
16Q3,20160704,,APAC ,TeamLease Services,India,N/A,Asap Info Systems,India,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,USD 9.97 million, http://www2.staffingindustry.com/row/Editorial/Daily-News/India-TeamLease-acquires-ASAP-Info-Systems-38476,  
16Q3,20160701,,Americas,Recruit Holdings Co.,Japan,N/A,Simply Hired,USA,CA,Workforce Solutions,,Job Boards/Apps,,"ND, acquisition of assets",http://www2.staffingindustry.com/row/Editorial/Daily-News/Japan-Recruit-Holdings-announces-acquisition-of-SimplyHired-s-assets-38455,  
16Q3,20160701,,EMEA,Servoca  (SVCA: LSE),United Kingdom,N/A,Classic Education,United Kingdom,N/A,Temporary Staffing Skill Segment: Education,,N/A,,GBP 3.1 million,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Servoca-acquires-Classic-Education-Limited-for-3.1-million-38460,  
16Q3,20160629,,APAC ,Oilfield Workforce Group,Singapore,N/A,Jack-In holdings,Singapore,N/A,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/Singapore-Oilfield-Workforce-Group-to-acquire-Jack-In-Holdings-Pte-Ltd-38423,  
16Q3,20160629,,EMEA,Omega Subsea,United Kingdom,N/A,Accpron UK,United Kingdom,N/A,Temporary Staffing Skill Segment: Engineering/Design,,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Omega-Subsea-acquires-Accpron-Scandinavian-Oil-and-Gas-38415,  
16Q2,20160624,,Americas,Snagajob,USA,VA,PeopleMatter,USA,SC,Workforce Solutions,,Tracking System Provider,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Job-board-Snagajob-to-acquire-ATS-PeopleMatter-38378,  
16Q2,20160621,,Americas,Construction Labor Contractors LLC,USA,OH,Skilled Labour Solutions ,USA,MD,Temporary Staffing Skill Segment: Industrial,,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Construction-Labor-Contractors-acquires-Skilled-Labor-Solutions-38331,  
16Q2,20160620,,EMEA,Randstad (AMS: RAND),Netherlands,N/A,Ausy,France,N/A,Temporary Staffing Skill Segment: Engineering/Design,,N/A,,EUR 55 Per Share ,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/France-Randstad-launches-tender-offer-for-French-consulting-firm-38310,  
16Q2,20160620,,EMEA,Russell Reynolds Associates ,USA,NY,Amrop,Norway,N/A,Retained Search,,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Norway-Russell-Reynolds-Associates-acquires-Norwegian-executive-search-firm-38311,  
16Q2,20160617,,EMEA,SD Worx,Belgium,N/A,Ceridian ,United Kingdom,N/A,Workforce Solutions,,Human Capital Solutions,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Europe-SD-Worx-acquires-Ceridian-UK-and-Ireland-announce-strategic-partnership-38296,  
16Q2,20160614,20160610,Americas,CorTech LLC,USA,GA,Penski Staffing,USA,NY,Temporary Staffing Skill Segment: All,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/CorTech-acquires-New-York-state-based-staffing-firm-38254,Penski Staffing will continue to operate under the name Penski Staffing (A CorTech Company). 
16Q2,20160614,,EMEA,Randstad (AMS: RAND),Netherlands,N/A,twago,Germany,N/A,Workforce Solutions,x,Human Cloud,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Netherlands-Randstad-acquires-online-staffing-platform-38245,  
16Q2,20160613,,Americas,Microsoft,USA,WA,LinkedIn,USA,CA,Workforce Solutions,,Job Boards/Apps,,$26.2 billion,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Microsoft-to-acquire-LinkedIn-for-26.2-billion-38240,  
16Q2,20160610,,Americas,Elwood Staffing,USA,IN,White Staffing Management,USA,KY,Temporary Staffing Skill Segment: Commercial,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Elwood-Staffing-acquires-commercial-staffing-firm-38223,  
16Q2,20160610,,APAC ,Randstad (AMS: RAND),Netherlands,N/A,Careo Group ,Japan,N/A,Temporary Staffing Skill Segment: All,x,N/A,,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/Japan-Randstad-to-acquire-Careo-Group-38217,  
16Q2,20160608,,Americas,Monster,USA,MA,JOBR,USA,CA,Workforce Solutions,,Job Boards/Apps,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Monster-acquires-Tinder-like-job-app-Jobr-38187,  
16Q2,20160606,,Americas,AMN Healthcare ,USA,CA,Peak Health Solutions,USA,TN,Temporary Staffing Skill Segment: Healthcare,,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/AMN-buys-medical-coding-firm-Peak-Health-Solutions-38157,  
16Q2,20160606,,Americas,Command Center,USA,CO,Hancock Staffing,USA,OK,Temporary Staffing Skill Segment: Industrial,,N/A,,"Cash on Hand, no further details",http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Command-Center-acquires-Hancock-Staffing-38155,  
16Q2,20160606,,EMEA,ManpowerGroup (NYSE: MAN),USA,WI,Ciber Inc. (NYSE: CBR) (Netherlands staffing operations),Netherlands,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,"$25 million, Dutch business only ",http://www2.staffingindustry.com/site_member/Editorial/Daily-News/ManpowerGroup-to-acquire-Ciber-Netherlands-in-25-million-deal-38156,  
16Q2,20160602,,EMEA,Intouch Relocations ,UAE,N/A,Cielo's Mobility Division,United Kingdom,N/A,Workforce Solutions,,RPO,,Only Mobility Services Division ,http://www2.staffingindustry.com/row/Editorial/Daily-News/Middle-East-Intouch-Relocations-acquires-Cielo-s-mobility-services-division-38120,  
16Q2,20160531,,Americas,"Compunnel Software Group, Inc.",USA,NJ,"Sherwood Consulting, dba Base36 Inc.,",USA,ME,Workforce Solutions,,Data Analytics,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Compunnel-acquires-IT-staffing-provider-in-Northeast-38092,  
16Q1,20160525,,APAC ,Fircroft,United Kingdom,N/A,One Key Resources,Australia,N/A,Temporary Staffing Skill Segment: Engineering/Design,X,N/A,,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/Australia-Fircroft-acquires-One-Key-Resources-38040,  
16Q2,20160525,,EMEA,Sedgwick Claims Management Services Inc.,USA,TN,OSG Group,Ireland,N/A,Workforce Solutions,,Process Outsourcing,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Sedgwick-Claims-Management-acquires-Irish-company-38045,  
16Q2,20160525,,Americas,Chartwell Staffing Solutions,USA,CA,Moving Solutions,USA,PA,Workforce Solutions,,Project Management,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Chartwell-adds-management-services-with-acquisition-38044,  
16Q2,20160523,,EMEA,Randstad (AMS: RAND),Netherlands,N/A,Obiettivo Lavoro,Italy,N/A,Temporary Staffing Skill Segment: All,x,N/A,,ND ,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Italy-Randstad-aquires-Obiettivo-Lavoro-38006,  
16Q2,20160506,,EMEA,People Force International,United Kingdom,N/A,UK staffing,United Kingdom,N/A,Workforce Solutions,x,Consulting,,ND ,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-People-Force-International-acquires-UK-Staffing-Ltd-37833,  
16Q2,20160505,,Americas,Advanced Medical Personnel Services Inc.,USA,FL,Rise Medical Staffing,USA,CA,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Advanced-Medical-acquires-Rise-Medical-Staffing-37824,  
16Q2,20160503,,Americas,DLH Holdings Corp.,USA,GA,Danya International,USA,MD,Workforce Solutions,,Project Management,,$38.75 million,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/DLH-expands-capabilities-with-acquisition-37788,  
16Q1,20160429,,APAC ,Oil and Gas Solutions,Australia,N/A,JadeClover,Singapore,N/A,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,ND ,http://www2.staffingindustry.com/row/Editorial/Daily-News/Singapore-Oil-and-Gas-Solutions-acquires-Singapore-recruitment-firm-37763,  
16Q2,20160429,,EMEA,TPG Growth,USA,CA,Frank Recruitment Group,United Kingdom,N/A,Temporary Staffing Skill Segment: IT Staffing,,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Private-equity-firm-acquires-Frank-Recruitment-Group-37766,  
16Q2,20160413,,Americas,Alliance Resource Group,USA,CA,The Bennett Group,USA,CA,Retained Search,,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Alliance-Resource-Group-acquires-search-firm-37567,  
16Q2,20160408,,EMEA,Rethink ,United Kingdom,N/A,Digital Gurus,United Kingdom,N/A,Temporary Staffing Skill Segment: Marketing/Creative,,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Rethink-acquires-London-based-digital-recruitment-agency-37515,  
16Q1,20160407,20160407,Americas,"GI Group, Italy Subsidiary - GI Group Brazil",Brazil,N/A,Laborh Group,Brazil,N/A,Direct Hire,x,N/A,,ND ,http://www2.staffingindustry.com/row/Editorial/Daily-News/Brazil-Gi-Group-Brazil-acquires-Laborh-Group-37500,"Labourh has over 20 years of experience in people management under the brands Laborh HR (recruitment and selection, temporary work and labor outsourcing), Laborh Hotels (hotel/catering) and Laborh Trade (marketing/promotional)."
16Q2,20160407,,Americas,TriNet Group Inc.,USA,CA,Teleborder Inc.,USA,CA,Workforce Solutions,,Immigration HR services,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/TriNet-acquires-immigration-HR-services-provider-37507,  
16Q2,20160407,,Americas,GI Group Brazil,Brazil,N/A,Laborh,Brazil,N/A,Temporary Staffing Skill Segment: All,x,N/A,,ND ,http://www2.staffingindustry.com/row/Editorial/Daily-News/Brazil-Gi-Group-Brazil-acquires-Laborh-Group-37500,  
16Q2,20160406,,Americas,Toptal,USA,CA,Skillbridge,USA,NY,Workforce Solutions,,FMS,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Toptal-acquires-business-talent-platform-Skillbridge-37490,  
16Q1,20160406,,Americas,Hire Velocity,USA,GA,BHS Hire LLC,USA,GA,Temporary Staffing Skill Segment: All,X,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/RPO-provider-Hire-Velocity-acquires-firm-names-CEO-37489,  
16Q1,20160321,,APAC ,MSX International,USA,MI,Sewells Group,Australia,N/A,Workforce Solutions,X,BPO,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/MSX-acquires-Australia-based-consulting-outsourcing-firm-37328,  
16Q1,20160315,,EMEA,SD Worx,Belgium,N/A,Fidelis HR,Germany,N/A,Workforce Solutions,x,HR Solutions,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Belgium-SD-Worx-acquires-Fidelis-HR-37252,  
16Q1,20160309,,EMEA,Adecco Group AG (VTX: ADEN),Switzerland,N/A,Penna Consulting,United Kingdom,N/A,Direct Hire,x,N/A,,Offer was 365 pence per share,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/World-Adecco-Q4-Revenue-up-and-makes-offer-for-Penna-Consulting-37173,  
16Q1,20160308,,Americas,Heidrick & Struggles International,USA,IL,Decision Strategies International,USA,PA,Retained Search,X,N/A,,$9.2 million at closing ,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Heidrick-Struggles-completes-DSI-acquisition-appoints-board-member-37166,  
16Q1,20160304,,Americas,Sharp Decisions Inc.,USA,NY,CN-TEC (Denver and Phoenix offices only),USA,AZ,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,Acquired Denver and Phoenix Offices ,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Sharp-Decisions-acquires-Denver-and-Phoenix-staffing-operations-37137,  
16Q1,20160302,,Americas,CareerBuilder,USA,IL,Aurico,USA,IL,Workforce Solutions,X,Job Boards/Apps,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/CareerBuilder-acquires-background-screening-firm-37103,  
16Q1,20160229,,EMEA,Belcan,USA,OH,East Kilbride Engineering Services,United Kingdom,N/A,Temporary Staffing Skill Segment: Engineering/Design,X,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Belcan-completes-acquisition-of-UK-based-firm-37072,  
16Q1,20160226,,Americas,Odgers Berndtson,United Kingdom,N/A,Charleston Partners ,USA,WV,Retained Search,X,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Odgers-acquires-HR-search-firm-Charleston-Partners-37056,  
16Q1,20160224,,Americas,Trillium Staffing,USA,MI,Atlantic Associates Inc.,USA,MA,Temporary Staffing Skill Segment: Professional/Specialty,X,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Trillium-acquires-Boston-IT-engineering-staffing-firm-37024,  
16Q1,20160222,,EMEA,nGAGE Specialist Recruitment Ltd.,United Kingdom,N/A,Setsquare Recruitment Ltd.,United Kingdom,N/A,Temporary Staffing Skill Segment: Industrial,x,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-nGAGE-Specialist-Recruitment-acquires-Setsquare-37004,  
16Q1,20160215,,EMEA,Staffline Ireland Group,Ireland,N/A,Paragon Training Limited,United Kingdom,N/A,Workforce Solutions,x,Training/Accreditation,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Ireland-Staffline-Ireland-Group-acquires-employment-services-firm-36920,  
16Q1,20160211,,Americas,Vistra Group,USA,NC,Supplemental Health Care ,USA,UT,Temporary Staffing Skill Segment: Healthcare,X,N/A,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Private-equity-firm-acquires-Supplemental-Health-Care-36902,  
16Q1,20160210,,EMEA,NGS Group,Sweden,N/A,Human Capital,Sweden,N/A,Temporary Staffing Skill Segment: Finance/Accounting,x,N/A,,EUR 5.3 million,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Switzerland-RM-Group-acquires-Human-Capital-Group-36877,  
16Q1,20160209,,Americas,Provision,Canada,N/A,Corporate Ladder,Canada,N/A,Temporary Staffing Skill Segment: Finance/Accounting,X,N/A,,ND,http://www2.staffingindustry.com/site_member/content/view/full/151401,  
16Q1,20160208,,Americas,Cenergy International,USA,TX,HKA Enterprise,USA,SC,Temporary Staffing Skill Segment: All,X,N/A,,Merger new name Cenergy Partners,http://www2.staffingindustry.com/site_member/content/view/full/151374,"The combined company now provides contingent labor, direct hire, consulting and payroll services. Industries it serves include energy, engineering and construction, aerospace and defense, shipbuilding, and power and utilities. Cenergy Partners is headquartered in Houston with office locations on three continents. It will continue to operate in all 50 US states."
16Q1,20160205,,Americas,Vector Technical Resources,USA,VA,EEI Communications (staffing services division only),USA,MD,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,Acquired Staffing Services division,http://www2.staffingindustry.com/site_member/content/view/full/151330,  
16Q1,20160201,,Americas,JW Michaels & Co,USA,NY,Execusource Inc.,USA,GA,Retained Search,X,N/A,,Majority investment- ND ,http://www2.staffingindustry.com/site_member/content/view/full/151105,  
16Q1,20160201,,Americas,PrismHR,USA,MA,Summit Software,USA,AR,Workforce Solutions,X,PEO,,ND,http://www2.staffingindustry.com/site_member/content/view/full/151104,  
16Q1,20160128,,Americas,BIZX LLC,USA,CA,Slashdot Media (part of DHI Group),USA,CA,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,ND,http://www2.staffingindustry.com/site_member/content/view/full/151030,  
16Q1,20160128,,Americas,The Fahrenheit Group,USA,VA,Bencks & Co,USA,VA,Retained Search,,N/A,,ND,http://www2.staffingindustry.com/site_member/content/view/full/151026,  
16Q1,20160127,,Americas,Bear Staffing,USA,NJ,Action Personnel Services ,USA,PA,Temporary Staffing Skill Segment: All,X,N/A,,ND,http://www2.staffingindustry.com/site_member/content/view/full/150994,  
16Q1,20160127,,Americas,Pamplona Capital Management LLP,United Kingdom,N/A,MedAssets Inc,USA,GA,Workforce Solutions,X,VMS,,$2.75 billion ,http://www2.staffingindustry.com/site_member/content/view/full/150992,  
16Q1,20160126,,Americas,Air Energi,United Kingdom,N/A,Swift Worldwide Resources,USA,TX,Temporary Staffing Skill Segment: Engineering/Design,X,N/A,,Merger,http://www2.staffingindustry.com/site_member/content/view/full/148170,  
16Q1,20160126,,EMEA,Swift Worldwide Resources,United Kingdom,N/A,Air Energi ,United Kingdom,N/A,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Air-Energi-and-Swift-Worldwide-Resources-announce-merger-36709,  
16Q1,20160126,,Americas,AccessPoint,USA,MI,Preferred Solutions,USA,MI,Workforce Solutions,X,PEO,,ND,http://www2.staffingindustry.com/site_member/content/view/full/148168,  
16Q1,20160126,,Americas,Orion International Consulting Group Inc,USA,NC,NovotUSA,USA,TX,Workforce Solutions,X,RPO,,ND,http://www2.staffingindustry.com/site_member/content/view/full/148169,  
16Q1,20160121,,Americas,MSI International,USA,GA,Masters IT LLC,USA,GA,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,ND,http://www2.staffingindustry.com/site_member/content/view/full/148060,Healthcare and IT Staffing
16Q1,20160121,,EMEA,Broadlake (investment company),Ireland,N/A,TTM Healthcare Group,Ireland,N/A,Temporary Staffing Skill Segment: Healthcare,x,N/A,,30% stake ,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Investment-in-healthcare-recruiter-to-create-new-jobs-36668,  
16Q1,20160120,,Americas,Optimum Talent and Conroy Ross Partners (joint venture),Canada,N/A,Toombs Inc (Vancouver office only),Canada,N/A,Retained Search,X,N/A,,Toombs office in Vancouver,http://www2.staffingindustry.com/site_member/content/view/full/148028,  
16Q1,20160119,,Americas,General Motors ,USA,MI,Sidecar technologies ,USA,CA,Workforce Solutions,X,Human Cloud,,Most assets and technology ,http://www2.staffingindustry.com/site_member/content/view/full/147980,  
16Q1,20160119,,Americas,Active Staffing Services,USA,NY,Blass Employment Corp.,USA,NY,Temporary Staffing Skill Segment: Industrial,X,N/A,,Binding agreement,http://www2.staffingindustry.com/site_member/content/view/full/147982,  
16Q1,20160115,,Americas,Intersect Group,USA,GA,3Ci,USA,GA,Temporary Staffing Skill Segment: Professional/Specialty,X,N/A,,ND,http://www2.staffingindustry.com/site_member/content/view/full/147925,"Finance, Accounting and IT Staffing"
16Q1,20160114,,Americas,Belcan LLC,USA,OH,Tandel Systems ,USA,FL,Temporary Staffing Skill Segment: Engineering/Design,X,N/A,,ND,http://www2.staffingindustry.com/site_member/content/view/full/147894,  
16Q1,20160112,,Americas,PeopleScout Inc. (part of TrueBlue Inc.),USA,WA,RPO Busininess of Aon Hewitt,USA,IL,Workforce Solutions,X,RPO,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/PeopleScout-acquires-Aon-Hewitt-s-RPO-business-36572,"PeopleScout Inc., the RPO group subsidiary of TrueBlue Inc. (NYSE: TBI), acquired the RPO business of Aon Hewitt. "
16Q1,20160111,,Americas,SR Group,United Kingdom,N/A,Maximum Management Corp.,USA,NY,Direct Hire,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/The-SR-Group-enters-US-with-acquisition-of-New-York-firm-36557,  
16Q1,20160111,,Americas,MTS Health Investors LLC,USA,NY,HCCA Health Connections Inc. HCCA International,USA,TN,Temporary Staffing Skill Segment: Healthcare,X,N/A,,"ND -- this is a strategic equity investment, nothing else known",http://www.staffingindustry.com/Research-Publications/Daily-News/Private-equity-invests-in-healthcare-staffing-provider-HCCA-36558,  
